id,post_id,thread_id,type,comment_id,old_visual_id,visual_id,issue,formula
570,2296176,11,answer,,8229876,8229876,, <semantics><mn>0</mn><mo><</mo><mn>1</mn><mo>-</mo><mn>0.999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>0.1</mn><mo>+</mo><mn>0.9</mn><mo>-</mo><mn>0.999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>0.1</mn><mo>-</mo><mn>0.0999</mn><mo>⁢</mo><mi>…</mi><mo><</mo><mn>0.1</mn><mo>=</mo><msup><mn>0.1</mn><mn>1</mn></msup></semantics> 
571,2296176,11,answer,,8229877,8229877,, <semantics><mn>0</mn><mo><</mo><mn>0.1</mn><mo>-</mo><mn>0.0999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>0.01</mn><mo>+</mo><mn>0.09</mn><mo>-</mo><mn>0.0999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>0.01</mn><mo>-</mo><mn>0.00999</mn><mo>⁢</mo><mi>…</mi><mo><</mo><mn>0.01</mn><mo>=</mo><msup><mn>0.1</mn><mn>2</mn></msup></semantics> 
572,2296176,11,answer,,4669,4669,, <semantics><mi>…</mi></semantics> 
573,2296176,11,answer,,8229878,8229878,, <semantics><mn>0</mn><mo><</mo><mn>1</mn><mo>-</mo><mn>0.999</mn><mo>⁢</mo><mi>…</mi><mo><</mo><msup><mn>0.1</mn><mi>n</mi></msup></semantics> 
574,2296176,11,answer,,8229879,8229879,, <semantics><mn>0</mn><mo>≤</mo><mn>1</mn><mo>-</mo><mn>0.999</mn><mo>⁢</mo><mi>…</mi><mo>≤</mo><munder><mo>lim</mo><mi>n</mi><mo>→</mo><mi>∞</mi></munder><mo>⁡</mo><msup><mn>0.1</mn><mi>n</mi></msup><mo>=</mo><mn>0</mn><mo>.</mo></semantics> 
575,2716246,11,answer,,13918,13918,, <semantics><mn>0.2</mn></semantics> 
576,2716246,11,answer,,6428189,6428189,, <semantics><mn>0.1999</mn><mo>⁢</mo><mi>…</mi></semantics> 
577,2716246,11,answer,,5678574,5678574,, <semantics><mn>0.19999</mn><mo>⁢</mo><mi>…</mi></semantics> 
578,2716246,11,answer,,8229880,8229880,, <semantics><mn>0.1</mn><mo>⁢</mo><mo><mn>9</mn><mo>¯</mo></mover></semantics> 
579,2716246,11,answer,,2775866,2775866,, <semantics><mn>0</mn></semantics> 
580,2716246,11,answer,,406111,406111,, <semantics><mn>0.000</mn><mo>⁢</mo><mi>…</mi></semantics> 
581,2716246,11,answer,,5408095,5408095,, <semantics><mi>…</mi><mo>⁢</mo><mn>999.999</mn><mo>⁢</mo><mi>…</mi></semantics> 
582,2716246,11,answer,,8229881,8229881,, <semantics><mo><mn>9</mn><mo>¯</mo></mover><mo>.</mo><mo><mn>9</mn><mo>¯</mo></mover></semantics> 
583,2716246,11,answer,,8229882,8229882,, <semantics><mi>…</mi><mo>⁢</mo><mn>998.999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mo><mn>9</mn><mo>¯</mo></mover><mo>⁢</mo><mn>8</mn><mo>.</mo><mo><mn>9</mn><mo>¯</mo></mover><mo>=</mo><mo>-</mo><mn>1</mn></semantics> 
584,2716246,11,answer,,8229883,8229883,, <semantics><mn>0.99999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>0</mn><mo>.</mo><mo><mn>9</mn><mo>¯</mo></mover><mo>=</mo><mn>1</mn></semantics> 
585,2716246,11,answer,,342,342,, <semantics><mn>1</mn></semantics> 
586,2716246,11,answer,,10706,10706,, <semantics><mn>1.0000</mn><mo>⁢</mo><mi>…</mi></semantics> 
587,2988799,11,answer,,3052,3052,, <semantics><mn>9</mn></semantics> 
588,2988799,11,answer,,837649,837649,, <semantics><mn>0</mn><mo>.</mo><mo><mn>9</mn><mo>¯</mo></mover></semantics> 
589,2988799,11,answer,,8229884,8229884,, <semantics><mn>1.123</mn><mo>⁢</mo><mo><mn>9</mn><mo>¯</mo></mover></semantics> 
590,2988799,11,answer,,8229885,8229885,, <semantics><mn>0</mn><mo>.</mo><mo><mn>9</mn><mo>¯</mo></mover><mo>=</mo><munderover><mo>∑</mo><mi>n</mi><mo>=</mo><mn>1</mn><mi>∞</mi></munderover><msup><mo>(</mo><mn>9</mn><mo>/</mo><mn>10</mn><mo>)</mo><mi>n</mi></msup><mo>=</mo><mn>1</mn></semantics> 
591,2988799,11,answer,,837649,837649,, <semantics><mn>0</mn><mo>.</mo><mo><mn>9</mn><mo>¯</mo></mover></semantics> 
617,2904824,11,answer,,8229891,8229891,, <semantics><mn>0.9999999999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><munder><mo>lim</mo><mi>n</mi><mo>→</mo><mi>∞</mi></munder><mo>⁡</mo><mo>(</mo><mn>1</mn><mo>-</mo><mfrac><mn>1</mn><msup><mn>10</mn><mi>n</mi></msup></mfrac><mo>)</mo><mo>=</mo><mn>1</mn><mo>-</mo><mn>0</mn><mo>=</mo><mn>1</mn></semantics> 
618,3016407,11,answer,,725319,725319,, <semantics><mn>0.999999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>1</mn></semantics> 
619,3016407,11,answer,,481724,481724,, <semantics><mfrac><mn>1</mn><mn>3</mn></mfrac><mo>=</mo><mn>0.33333</mn><mo>⁢</mo><mi>…</mi></semantics> 
620,3016407,11,answer,,305,305,, <semantics><mn>3</mn></semantics> 
621,3016407,11,answer,,372466,372466,, <semantics><mn>0.99999</mn><mo>⁢</mo><mi>…</mi></semantics> 
622,3016407,11,answer,,364,364,, <semantics><mfrac><mn>1</mn><mn>3</mn></mfrac></semantics> 
623,3016407,11,answer,,1726579,1726579,, <semantics><mn>0.999999</mn><mo>⁢</mo><mi>…</mi></semantics> 
624,3016407,11,answer,,3097,3097,, <semantics><mfrac><mn>1</mn><mn>9</mn></mfrac></semantics> 
625,3016407,11,answer,,342,342,, <semantics><mn>1</mn></semantics> 
626,3016407,11,answer,,8229892,8229892,, <semantics><mn>0.222222</mn><mo>⁢</mo><mi>…</mi></semantics> 
627,3016407,11,answer,,1781092,1781092,, <semantics><mn>0.333333</mn><mo>⁢</mo><mi>…</mi></semantics> 
628,3016407,11,answer,,8229893,8229893,, <semantics><mn>0.444444</mn><mo>⁢</mo><mi>…</mi></semantics> 
629,3016407,11,answer,,1726579,1726579,, <semantics><mn>0.999999</mn><mo>⁢</mo><mi>…</mi></semantics> 
630,3016407,11,answer,,2116742,2116742,, <semantics><mfrac><mn>1</mn><mn>7</mn></mfrac><mo>=</mo><mn>0.142857</mn><mo>⁢</mo><mi>…</mi></semantics> 
631,3016407,11,answer,,2116742,2116742,, <semantics><mfrac><mn>1</mn><mn>7</mn></mfrac><mo>=</mo><mn>0.142857</mn><mo>⁢</mo><mi>…</mi></semantics> 
632,3016407,11,answer,,8229894,8229894,, <semantics><mfrac><mn>2</mn><mn>7</mn></mfrac><mo>=</mo><mn>0.285714</mn><mo>⁢</mo><mi>…</mi></semantics> 
633,3016407,11,answer,,8229895,8229895,, <semantics><mfrac><mn>3</mn><mn>7</mn></mfrac><mo>=</mo><mn>0.428571</mn><mo>⁢</mo><mi>…</mi></semantics> 
634,3016407,11,answer,,3617523,3617523,, <semantics><mfrac><mn>6</mn><mn>7</mn></mfrac><mo>=</mo><mn>0.857142</mn><mo>⁢</mo><mi>…</mi></semantics> 
635,3016407,11,answer,,8229896,8229896,, <semantics><mfrac><mn>7</mn><mn>7</mn></mfrac><mo>=</mo><mn>0.999999</mn><mo>⁢</mo><mi>…</mi></semantics> 
636,3016407,11,answer,,55566,55566,, <semantics><mfrac><mn>1</mn><mn>13</mn></mfrac></semantics> 
637,3016407,11,answer,,1165319,1165319,, <semantics><mfrac><mn>1</mn><mn>37</mn></mfrac></semantics> 
638,3016407,11,answer,,1726579,1726579,, <semantics><mn>0.999999</mn><mo>⁢</mo><mi>…</mi></semantics> 
639,3016407,11,answer,,725319,725319,, <semantics><mn>0.999999</mn><mo>⁢</mo><mi>…</mi><mo>=</mo><mn>1</mn></semantics> 
640,3016407,11,comment,6289518.0,3097,3097,, <semantics><mfrac><mn>1</mn><mn>9</mn></mfrac></semantics> 
641,3016407,11,comment,6289518.0,1414562,1414562,, <semantics><mfrac><mn>8</mn><mn>9</mn></mfrac></semantics> 
642,93,18,answer,,182,182,, <semantics><mi>j</mi></semantics> 
643,93,18,answer,,177,177,, <semantics><mi>n</mi></semantics> 
644,93,18,answer,,1073,1073,, <semantics><mi>e</mi></semantics> 
645,93,18,answer,,8229897,8229897,, <semantics><mi>n</mi><mo>=</mo><msqrt><mo>(</mo><mi>j</mi><mo>⁢</mo><msqrt><mn>1</mn><mo>-</mo><msup><mi>e</mi><mn>2</mn></msup></msqrt><mo>)</mo><mo>×</mo><mo>(</mo><mi>j</mi><mo>⁢</mo><mo>(</mo><mn>1</mn><mo>-</mo><msup><mi>e</mi><mn>2</mn></msup><mo>)</mo><mo>)</mo></msqrt></semantics> 
646,11839,18,answer,,159,159,, <semantics><mi>a</mi></semantics> 
647,11839,18,answer,,368,368,, <semantics><mi>b</mi></semantics> 
648,11839,18,answer,,6525346,6525346,, <semantics><mi>o</mi><mo>⁢</mo><mi>e</mi></semantics> 
649,11839,18,answer,,8229898,8229898,, <semantics><mi>arccos</mi><mo>⁡</mo><mo>(</mo><mfrac><mi>b</mi><mi>a</mi></mfrac><mo>)</mo></semantics> 
650,11839,18,answer,,1,1,, <semantics><mi>f</mi></semantics> 
651,11839,18,answer,,8229899,8229899,, <semantics><mfrac><mi>a</mi><mo>-</mo><mi>b</mi><mi>a</mi></mfrac><mo>=</mo><mn>1</mn><mo>-</mo><mfrac><mi>b</mi><mi>a</mi></mfrac><mo>=</mo><mn>1</mn><mo>-</mo><mi>cos</mi><mo>(</mo><mi>o</mi><mi>e</mi><mo>)</mo><mo>=</mo><mn>2</mn><mi>sin</mi><msup><mo>(</mo><mfrac><mi>o</mi><mo>⁢</mo><mi>e</mi><mn>2</mn></mfrac><mo>)</mo><mn>2</mn></msup></semantics> 
652,11839,18,answer,,8229900,8229900,, <semantics><mi>b</mi><mo>=</mo><mi>a</mi><mo>⁢</mo><mi>cos</mi><mo>⁡</mo><mo>(</mo><mi>o</mi><mo>⁢</mo><mi>e</mi><mo>)</mo><mo>=</mo><mi>a</mi><mo>⁢</mo><mo>(</mo><mn>1</mn><mo>-</mo><mi>f</mi><mo>)</mo></semantics> 
653,920,20,answer,,1662,1662,, <semantics><msup><mi>ℝ</mi><mi>n</mi></msup></semantics> 
654,920,20,answer,,2631,2631,, <semantics><msup><mi>ℝ</mi><mi>m</mi></msup></semantics> 
655,920,20,answer,,177,177,, <semantics><mi>n</mi></semantics> 
656,920,20,answer,,20,20,, <semantics><mi>m</mi></semantics> 
657,920,20,answer,,625,625,, <semantics><mi>q</mi></semantics> 
658,920,20,answer,,11335,11335,," <semantics><mi>u</mi><mo>,</mo><mi>v</mi></semantics> "
659,920,20,answer,,14972,14972,, <semantics><mi>u</mi><mo>+</mo><mi>v</mi></semantics> 
660,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
661,920,20,answer,,2953,2953,," <semantics><mo>(</mo><mn>0</mn><mo>,</mo><mn>1</mn><mo>)</mo></semantics> "
662,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
663,920,20,answer,,2953,2953,," <semantics><mo>(</mo><mn>0</mn><mo>,</mo><mn>1</mn><mo>)</mo></semantics> "
664,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
665,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
666,920,20,answer,,2953,2953,," <semantics><mo>(</mo><mn>0</mn><mo>,</mo><mn>1</mn><mo>)</mo></semantics> "
667,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
668,920,20,answer,,206,206,, <semantics><mi>θ</mi></semantics> 
669,920,20,answer,,180,180,, <semantics><mi>r</mi></semantics> 
670,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
671,920,20,answer,,43363,43363,," <semantics><mo>(</mo><mi>r</mi><mo>⁢</mo><mi>cos</mi><mo>⁡</mo><mi>θ</mi><mo>,</mo><mi>r</mi><mo>⁢</mo><mi>sin</mi><mo>⁡</mo><mi>θ</mi><mo>)</mo></semantics> "
672,920,20,answer,,2716,2716,, <semantics><mi>ϕ</mi></semantics> 
673,920,20,answer,,706,706,, <semantics><mi>s</mi></semantics> 
674,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
675,920,20,answer,,8229901,8229901,," <semantics><mo>(</mo><mi>s</mi><mo>⁢</mo><mi>cos</mi><mo>⁡</mo><mi>ϕ</mi><mo>,</mo><mi>s</mi><mo>⁢</mo><mi>sin</mi><mo>⁡</mo><mi>ϕ</mi><mo>)</mo></semantics> "
676,920,20,answer,,16162,16162,," <semantics><mo>(</mo><mn>1</mn><mo>,</mo><mn>0</mn><mo>)</mo></semantics> "
677,920,20,answer,,8229902,8229902,," <semantics><mo>(</mo><mi>r</mi><mo>⁢</mo><mi>s</mi><mo>⁢</mo><mi>cos</mi><mo>⁡</mo><mo>(</mo><mi>θ</mi><mo>+</mo><mi>ϕ</mi><mo>)</mo><mo>,</mo><mi>r</mi><mo>⁢</mo><mi>s</mi><mo>⁢</mo><mi>sin</mi><mo>⁡</mo><mo>(</mo><mi>θ</mi><mo>+</mo><mi>ϕ</mi><mo>)</mo><mo>)</mo></semantics> "
678,920,20,answer,,8229903,8229903,," <semantics><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>)</mo><mo>*</mo><mo>(</mo><mi>c</mi><mo>,</mo><mi>d</mi><mo>)</mo><mo>=</mo><mo>(</mo><mi>a</mi><mo>⁢</mo><mi>c</mi><mo>-</mo><mi>b</mi><mo>⁢</mo><mi>d</mi><mo>,</mo><mi>a</mi><mo>⁢</mo><mi>d</mi><mo>+</mo><mi>b</mi><mo>⁢</mo><mi>c</mi><mo>)</mo><mo>.</mo></semantics> "
679,920,20,answer,,2239,2239,," <semantics><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>)</mo></semantics> "
680,920,20,answer,,8621,8621,, <semantics><mi>a</mi><mo>+</mo><mi>b</mi><mo>⁢</mo><mi>i</mi></semantics> 
681,54,20,comment,14072.0,8229904,8229904,," <semantics><mo>{</mo><mn>1</mn><mo>,</mo><mn>2</mn><mo>,</mo><mi>…</mi><mo>,</mo><mi>ω</mi><mo>}</mo></semantics> "
682,54,20,comment,14072.0,72940,72940,," <semantics><mo>{</mo><mn>1</mn><mo>,</mo><mn>2</mn><mo>,</mo><mi>…</mi><mo>}</mo></semantics> "
683,6628,20,answer,,67550,67550,, <semantics><msub><mi>ℕ</mi><mn>𝟘</mn></msub></semantics> 
684,6628,20,answer,,989,989,, <semantics><mi>I</mi></semantics> 
685,6628,20,answer,,1031822,1031822,, <semantics><mi>∅</mi><mo>∈</mo><mi>I</mi></semantics> 
686,6628,20,answer,,3405520,3405520,, <semantics><mi>x</mi><mo>∈</mo><mi>I</mi><mo>⇒</mo><mi>x</mi><mo>∪</mo><mo>{</mo><mi>x</mi><mo>}</mo><mo>∈</mo><mi>I</mi></semantics> 
687,6628,20,answer,,989,989,, <semantics><mi>I</mi></semantics> 
688,6628,20,answer,,168204,168204,, <semantics><mn>0</mn><mo>=</mo><mi>∅</mi></semantics> 
689,6628,20,answer,,8229905,8229905,," <semantics><mn>1</mn><mo>=</mo><mn>0</mn><mo>∪</mo><mo>{</mo><mn>0</mn><mo>}</mo><mo>=</mo><mo>{</mo><mi>∅</mi><mo>,</mo><mo>{</mo><mi>∅</mi><mo>}</mo><mo>}</mo><mo>,</mo><mn>2</mn><mo>=</mo><mn>1</mn><mo>∪</mo><mo>{</mo><mn>1</mn><mo>}</mo><mo>⁢</mo><mi>…</mi></semantics> "
690,6628,20,answer,,989,989,, <semantics><mi>I</mi></semantics> 
691,6628,20,answer,,4986,4986,, <semantics><mi>ω</mi></semantics> 
692,6628,20,answer,,13013,13013,, <semantics><msub><mi>ℕ</mi><mn>0</mn></msub></semantics> 
693,6628,20,answer,,4986,4986,, <semantics><mi>ω</mi></semantics> 
694,6628,20,answer,,260375,260375,, <semantics><mi>x</mi><mo>+</mo><mn>0</mn><mo>=</mo><mi>x</mi></semantics> 
695,6628,20,answer,,5379608,5379608,, <semantics><mi>x</mi><mo>+</mo><mn>1</mn><mo>=</mo><mi>x</mi><mo>∪</mo><mo>{</mo><mi>x</mi><mo>}</mo></semantics> 
696,6628,20,answer,,8229906,8229906,, <semantics><mi>x</mi><mo>+</mo><mo>(</mo><mi>y</mi><mo>∪</mo><mo>{</mo><mi>y</mi><mo>}</mo><mo>)</mo><mo>=</mo><mi>x</mi><mo>+</mo><mi>y</mi><mo>∪</mo><mo>{</mo><mi>x</mi><mo>+</mo><mi>y</mi><mo>}</mo></semantics> 
697,6628,20,answer,,8229907,8229907,, <semantics><mi>ℤ</mi><mo>=</mo><msub><mi>ℕ</mi><mn>𝟘</mn></msub><mo>×</mo><msub><mi>ℕ</mi><mn>𝟘</mn></msub><mo>/</mo><mo>∼</mo></semantics> 
698,6628,20,answer,,3866732,3866732,," <semantics><mo>(</mo><mi>n</mi><mo>,</mo><mi>m</mi><mo>)</mo><mo>∼</mo><mo>(</mo><msup><mi>n</mi><mo>′</mo></msup><mo>,</mo><msup><mi>m</mi><mo>′</mo></msup><mo>)</mo></semantics> "
699,6628,20,answer,,8229908,8229908,, <semantics><mo>(</mo><mi>n</mi><mo>+</mo><msup><mi>m</mi><mo>′</mo></msup><mo>)</mo><mo>=</mo><mo>(</mo><mi>m</mi><mo>+</mo><msup><mi>n</mi><mo>′</mo></msup><mo>)</mo></semantics> 
700,6628,20,answer,,3363529,3363529,," <semantics><mo>{</mo><mo>(</mo><mn>0</mn><mo>,</mo><mn>2</mn><mo>)</mo><mo>,</mo><mo>(</mo><mn>1</mn><mo>,</mo><mn>3</mn><mo>)</mo><mo>,</mo><mo>(</mo><mn>2</mn><mo>,</mo><mn>4</mn><mo>)</mo><mo>,</mo><mi>…</mi><mo>}</mo></semantics> "
701,6628,20,answer,,8229909,8229909,, <semantics><msub><mi>ℕ</mi><mn>𝟘</mn></msub><mo>↪</mo><mi>ℤ</mi></semantics> 
702,6628,20,answer,,45529,45529,, <semantics><mn>0</mn><mo>∈</mo><mi>ℤ</mi></semantics> 
703,6628,20,answer,,1611,1611,, <semantics><mi>∅</mi></semantics> 
704,6628,20,answer,,8229910,8229910,, <semantics><mi>∅</mi><mo>∉</mo><mi>ℤ</mi></semantics> 
705,6628,20,answer,,8229911,8229911,, <semantics><mi>ℚ</mi><mo>=</mo><mi>ℤ</mi><mo>×</mo><mi>ℤ</mi><mo>∖</mo><mo>{</mo><mn>0</mn><mo>}</mo><mo>/</mo><mo>∼</mo></semantics> 
706,6628,20,answer,,44191,44191,," <semantics><mo>(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>)</mo><mo>∼</mo><mo>(</mo><mi>c</mi><mo>,</mo><mi>d</mi><mo>)</mo></semantics> "
707,6628,20,answer,,61343,61343,, <semantics><mi>a</mi><mo>⁢</mo><mi>d</mi><mo>=</mo><mi>b</mi><mo>⁢</mo><mi>c</mi></semantics> 
708,6628,20,answer,,8229912,8229912,, <semantics><msub><mi>ℕ</mi><mn>0</mn></msub><mo>↪</mo><mi>ℚ</mi></semantics> 
709,6628,20,answer,,123386,123386,, <semantics><mi>ℤ</mi><mo>↪</mo><mi>ℚ</mi></semantics> 
710,6628,20,answer,,9956,9956,, <semantics><mfrac><mn>2</mn><mn>3</mn></mfrac></semantics> 
711,6628,20,answer,,8229913,8229913,," <semantics><mo>{</mo><mo>(</mo><mn>2</mn><mo>,</mo><mn>3</mn><mo>)</mo><mo>,</mo><mo>(</mo><mn>4</mn><mo>,</mo><mn>6</mn><mo>)</mo><mo>,</mo><mo>(</mo><mn>6</mn><mo>,</mo><mn>9</mn><mo>)</mo><mo>,</mo><mi>…</mi><mo>}</mo></semantics> "
712,6628,20,answer,,448,448,, <semantics><mi>ℝ</mi></semantics> 
713,6628,20,answer,,4229,4229,, <semantics><mo>≤</mo></semantics> 
714,6628,20,answer,,448,448,, <semantics><mi>ℝ</mi></semantics> 
715,6628,20,answer,,448,448,, <semantics><mi>ℝ</mi></semantics> 
716,6628,20,answer,,448,448,, <semantics><mi>ℝ</mi></semantics> 
717,6628,20,answer,,2775866,2775866,, <semantics><mn>0</mn></semantics> 
718,6628,20,answer,,2775866,2775866,, <semantics><mn>0</mn></semantics> 
719,6628,20,answer,,431438,431438,, <semantics><mo>(</mo><mfrac><mn>1</mn><mi>n</mi></mfrac><mo>)</mo></semantics> 
720,6628,20,answer,,2775866,2775866,, <semantics><mn>0</mn></semantics> 
721,6628,20,answer,,3375,3375,, <semantics><mi>ℤ</mi></semantics> 
722,6628,20,answer,,93,93,, <semantics><mi>α</mi></semantics> 
723,6628,20,answer,,93,93,, <semantics><mi>α</mi></semantics> 
724,6628,20,answer,,63239,63239,, <semantics><mi>ℤ</mi><mo>×</mo><mi>ℤ</mi></semantics> 
730,387847,20,answer,,68,68,, <semantics><mi>y</mi></semantics> 
731,387847,20,answer,,8229914,8229914,, <semantics><mi>x</mi><mo>∈</mo><mi>y</mi><mo>⇒</mo><mi>x</mi><mo>⊂</mo><mi>y</mi></semantics> 
732,22,22,question,,8229915,8229915,," <semantics><mo>⟨</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>,</mo><mi>c</mi><mo>⟩</mo><mo>×</mo><mo>⟨</mo><mi>d</mi><mo>,</mo><mi>e</mi><mo>,</mo><mi>f</mi><mo>⟩</mo><mo>=</mo><mo>|</mo><mi>i</mi><mi>j</mi><mi>k</mi><mi>a</mi><mi>b</mi><mi>c</mi><mi>d</mi><mi>e</mi><mi>f</mi></mtable><mo>|</mo><mo><</mo><mo>/</mo><mi>d</mi><mo>,</mo><mi>e</mi><mo>,</mo><mi>f</mi><mo>⟩</mo><mo><</mo><mo>/</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo>,</mo><mi>c</mi><mo>⟩</mo></semantics> "
733,22,22,question,,83,83,, <semantics><mi>k</mi></semantics> 
734,22,22,question,,83,83,, <semantics><mi>k</mi></semantics> 
735,42,22,answer,,121836,121836,, <semantics><mi>𝐢</mi></semantics> 
736,42,22,answer,,182633,182633,, <semantics><mi>𝐣</mi></semantics> 
737,42,22,answer,,208832,208832,, <semantics><mi>𝐤</mi></semantics> 
738,42,22,answer,,66,66,," <semantics><mo>(</mo><mi>x</mi><mo>,</mo><mi>y</mi><mo>)</mo></semantics> "
739,42,22,answer,,121836,121836,, <semantics><mi>𝐢</mi></semantics> 
740,42,22,answer,,182633,182633,, <semantics><mi>𝐣</mi></semantics> 
741,42,22,answer,,44,44,, <semantics><mi>z</mi></semantics> 
742,42,22,answer,,208832,208832,, <semantics><mi>𝐤</mi></semantics> 
743,887,22,answer,,2837,2837,," <semantics><msub><mi>e</mi><mn>1</mn></msub><mo>,</mo><msub><mi>e</mi><mn>2</mn></msub><mo>,</mo><msub><mi>e</mi><mn>3</mn></msub></semantics> "
744,887,22,answer,,2209,2209,, <semantics><msup><mi>ℝ</mi><mn>3</mn></msup></semantics> 
745,887,22,answer,,991932,991932,, <semantics><mi>a</mi><mo>=</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>1</mn></msub><mo>+</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>2</mn></msub><mo>+</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>3</mn></msub></semantics> 
746,887,22,answer,,8229916,8229916,, <semantics><mi>b</mi><mo>=</mo><msub><mi>b</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>1</mn></msub><mo>+</mo><msub><mi>b</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>2</mn></msub><mo>+</mo><msub><mi>b</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>e</mi><mn>3</mn></msub></semantics> 
747,887,22,answer,,8229917,8229917,, <semantics><mi>a</mi><mo>×</mo><mi>b</mi><mo>=</mo><mo>(</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>3</mn></msub><mo>-</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>2</mn></msub><mo>)</mo><mo>⁢</mo><msub><mi>e</mi><mn>1</mn></msub><mo>+</mo><mo>(</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>1</mn></msub><mo>-</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>3</mn></msub><mo>)</mo><mo>⁢</mo><msub><mi>e</mi><mn>2</mn></msub><mo>+</mo><mo>(</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>2</mn></msub><mo>-</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>1</mn></msub><mo>)</mo><mo>⁢</mo><msub><mi>e</mi><mn>3</mn></msub></semantics> 
748,887,22,answer,,8229918,8229918,, <semantics><mi>a</mi><mo>∧</mo><mi>b</mi><mo>=</mo><mo>(</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>2</mn></msub><mo>-</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>1</mn></msub><mo>)</mo><mo>⁢</mo><msub><mi>e</mi><mn>1</mn></msub><mo>∧</mo><msub><mi>e</mi><mn>2</mn></msub><mo>+</mo><mo>(</mo><msub><mi>a</mi><mn>2</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>3</mn></msub><mo>-</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>2</mn></msub><mo>)</mo><mo>⁢</mo><msub><mi>e</mi><mn>2</mn></msub><mo>∧</mo><msub><mi>e</mi><mn>3</mn></msub><mo>+</mo><mo>(</mo><msub><mi>a</mi><mn>3</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>1</mn></msub><mo>-</mo><msub><mi>a</mi><mn>1</mn></msub><mo>⁢</mo><msub><mi>b</mi><mn>3</mn></msub><mo>)</mo><mo>⁢</mo><msub><mi>e</mi><mn>3</mn></msub><mo>∧</mo><msub><mi>e</mi><mn>1</mn></msub></semantics> 
749,887,22,answer,,23170,23170,, <semantics><mo>∧</mo></semantics> 
750,887,22,answer,,3900194,3900194,, <semantics><mo>(</mo><msub><mi>e</mi><mn>1</mn></msub><mo>∧</mo><msub><mi>e</mi><mn>2</mn></msub><mo>)</mo></semantics> 
751,887,22,answer,,8229919,8229919,, <semantics><mo>(</mo><msub><mi>e</mi><mn>3</mn></msub><mo>∧</mo><msub><mi>e</mi><mn>2</mn></msub><mo>∧</mo><msub><mi>e</mi><mn>1</mn></msub><mo>)</mo></semantics> 
752,887,22,answer,,6943,6943,, <semantics><msub><mi>e</mi><mn>3</mn></msub></semantics> 
